category,evidentiary_tier,integrity_status,file_path,line_number,data_source,experiment,sample_size,independent_event_count,audit_notes
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6423,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6433,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6437,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6447,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6451,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6461,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6465,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6475,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6479,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6489,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6493,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6503,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6507,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6517,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6521,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6531,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6535,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6545,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6549,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6559,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6563,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6573,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6577,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6587,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6591,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6601,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6605,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6615,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6619,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6629,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6633,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6643,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6647,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6657,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6661,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6671,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6675,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6685,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6689,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6699,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6703,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6713,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6717,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6727,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6728,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6731,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6741,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6742,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6745,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6755,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6756,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6759,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6769,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6770,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6773,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
CARE Benchmark Claims,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6787,Zenodo Record 14006163,CARE to Compare Benchmark,"36 turbines, 3 farms",44,Correctly demarcated as PENDING / NOT COMPUTED on official callset.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6797,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6801,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6811,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6815,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6825,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6829,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6839,42-asset synthetic fleet,Gate 2 Locked Holdout,"42 assets * 7 days (7,056 asset-hours)",6,v1 holdout false alarm rate post-persistence (6h) and peer gating.
0.19 False Alarm / Contamination Claims,SOFTWARE_INVARIANT,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6843,Internal Synthetic Fleet,Operational Evaluation,N/A,N/A,Numerical constant or model parameter.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6853,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6857,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6867,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
0.09 Alert Funnel / Contamination Claims,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6871,42-asset synthetic fleet,Phase 4 Production Alert Funnel,"42 assets * 45 days (45,360 asset-hours)",6,v2 production funnel rate with downstream sensor & common-cause gating.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6881,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,INTERNAL_SYNTHETIC,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6882,Fleet Models,Regression Baselines,N/A,N/A,Coefficient of determination for digital twin tracking.
R2 Tracking Metrics,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6885,External Commercial Wind Turbine SCADA,Expected-Behavior Zero-Shot Tracking,1 unseen commercial turbine (10m SCADA),0,"Validates expected power/thermal curve transfer, NOT anomaly detection."
CARE Benchmark Claims,EXTERNAL_REAL,VERIFIED,artifacts/evaluation/gate5_0/claim_audit.json,6899,Zenodo Record 14006163,CARE to Compare Benchmark,"36 turbines, 3 farms",44,Correctly demarcated as PENDING / NOT COMPUTED on official callset.
